"Corpus","Type","Text.ID","Author.ID","L1","content"
"VALICO","Assignment","","","ces","( xxx ) Ogni giorno sede un signor in berretto alla stazione e gode la sua sigaretta . # Anche oggi è alla stazione molte gente . # Ma tuttavia è un altro giorno . # C'è una grande sensazione . # Coppia d ' innamorati si congedato e non seguono dintorni . # Hanno dimenticato delle sue valigie . # E è stata un grande ( xxxxxx ) errore . # Un signor ha approfittano di un ' occasione . # Questo signor avuto un cappotto nero , calzoni neri e un berretto nero . # Ha rubato le valigie . # Ma è stato molto disattento e ha dato ( dare ) un colpo un signor . # Questo signor ha fatto cadere le sue valigie . Le valigie hanno caduto alla tavola , dove ha seduta una signore . # Questa signore avuto un cappetto bianco , un capello bianco e ha commincato ( comm ) gridare . # Sì , è stato un ladro ."
"VALICO","Assignment","","","ces","Quando ci siamo alla stazione possiano vedere molta la gente divesa chi viva le vite diverse e gli succedono le cose diverse e spesso strane . Allora per esempio ci possiamo trovare i inammorati chi si congedarono e si si mancheranno quando sono soli . Poi c'è un ladro chi ha fretta perché ha rubato una valigia . # L ' altra xxx persona molto interessante può essere un ' un ' uomo chi non ha una casa propria e viva alla stazione . Lui è troppo sporco e di SG cattivo odore . Anche il xx tecnico chi controlla i treni non po posso mancare . Naturalmente la magior parte della gente qui aspetta aspettava il suo treno . Ma anche i questi hanno la sua storia ."
"VALICO","Assignment","","","ces","Siamo alla stazione centrale . Dove è la mia principessa ? Vedo tante valigie e adesso anche la mia raga| zza . Che bello bacio ! Bracciamo e si diciamo le parole dolce . # Questa coppia non vede un ' uomo , che prende la sua valigia . Però quest ' uomo non sa , che l ' ha visto una signorina e che questa signorina è di polizia . È nella trappola . Che xxx zetto ! La mia giacca , il tavolo , i piatti Tutto il mio cane ha fatto sporco . Tutto è rotto . Dove va ? ! Dobbiamo aspettare per il treno . # Tutto segue un ' uomo vecchio . È senza la casa e conosce ogni angolo di sta| zione centrale . Ogni giorno segue la gente e si dice le storie piccole di queste persone ."
"VALICO","Assignment","","","ces","Aaa , che cosa è questo ? C ' era un buio pesto . # Le gride . Taffete ! Patatrac ! Il caffè o il tè ? No , questo è crema del caffè . Oh no , mia pelliccia ! Tanta molta gente . E tanto molto vetro . Che cosa succede ? Che cosa significa ? # La scatola . E che cosa è questo ? Hm ... # La salsicia di fegato , la coteletta , la pan| cetta , il sanguinaccio , il prosciutto e il salame . Una specialita accanto altro . # Che cosa fai ? Perchè ? Questo è molto guisto . Perchè mi prendi queste specialite ? Che cosa succede ? ola ! Dici prestare ! La Gli gente d ' oggi . Questo è orrore . Ah , che cosa è quest suono terribile ? Chi l ' ha inventato questo invenzione ? Naturalmente , chi altro che l ' uomo . Coca - cola , fuj . Il giornale . Che cosa è nuovo ? Peccato che non so legere . # La scarpa , le scarpe , las carpa . Primo gardino , secondo xx , terzo , quarto , quinto , sesto , settimo , uf , af , ottavo , nono , decimo e finalmente undicesimo e la porta . # Finalmente l ' aria fresca . Finalmente sono fuori . Mi di più . Piutosto vado a passeggio nell parco con mie amiche cagne . È più sicuro . bau , bau ..."
"VALICO","Assignment","","","ces","C ' erano tre amici molto buoni ( un ragazzo Carlo , un cane Asta e una rana Berta ) . Tutti hanno vissuto nella casa vicino al grande & scuro grande & scuro bosco . # Una volta quando Quel giorno il ragazzino Luigi e il suo cane Asta sono andati a al letto presto . # Mentre loro dormivano , la rana Berta ha scappato dalla sua "" casa "" fatta di una botiglia . Dopo che Dopo che Luigi ed Asta si sono svegliati si sono svegliati p non potendo trovar non hanno potuto tro- varla a nessun posto . # Per non perdere il tempo , Luigi si è vestito velocissimo . Mentre guardavano guardavano guardando fuori della finestra , Asta è caduto dall di là { dall } di là nella sul giardino . # Fortunamente non si è stato ferito gravemente e tutti e due poevano andare a cercare Berta . Luigi ha Luigi ha Hanno gridato ad alta voce la ne mentre Asta baiava desperamente . # Hann Dopo Fra un poco hanno trovato la casa delle api . Non Volevano chiedergli se non hanno visto Berta . Luigi ha quasi cominciato a piangere . Durante Luigi aveva e stava cercando nei tronchi , Asta ha f barrabbiato le api perchè ha g distrutto la loro casa . Tutte l ' hanno seguito . Fortunatamente ha trovato un n posto dove per nescondersi . Luigi si è sbrigato Luigi , avendo paura di perdere anche Asta è andato alla stessa , ha corso molto molto veloce per cacciarlo . Lo ha trovato dietro una piccol a a ina collina . Purtroppo , c ' erano anche un grande ucello e caccia grossa . Luigi non ha fat Mentre Luigi non faceva attenzione , questo per lui stra sconosciuto animal e e o , lo ha port preso e portato via . Dopo qualche momento lo ha butato insieme con Asta in un grande "" buca "" piena d ' acqua . Dopo esser caduti nell ' acqua Dopo esser caduti nell ' acqua Dopo aver cadu Dopo aver cadu Hanno fatto uno u splash . # Infatti Asta a qu cui non piace acqua da morire ha trovato un bel posto sulla testa di Luigi . Poi Quando ess Mentre si avvicinano a un gr tronco grandissimo , Luigi ha sentito qualcosa spaventoso . # Dopo aver esser riusciti di sopravedere di sopravedere vedere sopra il tronco , come era la come era la che si e hanno loro sorpresa , perchè dopo tutta l ' avv Berta . La loro amica era xa fin è stata finita . # C ' è C ' era una cosa un ' altra cosa quale che Luigi ed Asta hanno notato . La propria famiglia di Berta . Dopo aver chiachierato un poco hanno capito chi il suo posto e là , non a casa di Luigi dove aveva solo una la botiglia di vetro . # Prima il buio ha caduto s una Prima Tardi pomeriggio hanno salutato tutti e sono andati a casa . Gio Dopo tutte le avventure erano veramente stanchissimi ."
"VALICO","Assignment","","","ces","Guarda questa figure e scrivi una storia : non devi descrivere i disegni uno per uno , perchè anche una persona che non vede le figure deve capire cosa è successo . # Usa almeno 100 parole e inizia così : Ieri al parco ... # #079 #Ieri al parco è successo qualcosa per ridere . Un uomo con occhiali sedava alla panca e leggeva una gazzetta . Mentre lui leggeva un altro uomo con cappelli scuri , che era più forte del primo , ha passato con una bella donna sulla sua spella . Sembrava , che questa signora avrebbe avuto bisogno di aiuto , perchè lei gridava tutto il tempo . Quando il primo ragazzo ha visto questo incidente , lui non ha rimasto sedere e l ' ha aiutata . Poi era il uomo cattivo K.O. e il ragazzo con occhiali pensava , che lui fosse molto bravo . Dopo , la donna bionda è stata arrabbiata e gli ha detto , che questo era il suo amico e lui non avrebbe dovuto preoccuparsi . Una storia strana , vero ? #"
"VALICO","Assignment","","","ces","Ci troviamo in xxx una stazione dove possiamo vedere molte situazioni . Sul lato destro vediamo un meccanico che invece di lavorare sta guardando una coppia dii giovani che si sta stanno baciando sul binario . Probabilmente uno di loro deve partire perché ci sono tante valiggie valigge ai ai attorn sui loro piedi . Sulla sinistra vediamo una signora che si é spaventata perché il suo cane ha deciso di scappare . Sulla sua fuga ha rovesciato tutto il tavolo della signora e ha rotto le bottiglie e i bicchieri . Penso che sia anche riuscito an riuscito di bagnare la sua padrona . Davanti al treno più vicino a noi si trova un ' altra coppia , forse pro marito e moglie . Che secondo me stiano andando a prendere il loro treno , perché il marito porta tante scatole che possono essere i regali per gli invitanti . Però due dei due regali gli sono caduto , uno , persino si é aperto e possiamo vedere delle scarpe nuove . In fondo vediamo molta gente che probabilmente stia aspettando il loro tra treno . C ' é anche una biglietteria dove qualche signore sta comprando degli biglietti ."
"VALICO","Assignment","","","ces","Non dimenticate di visitare la città ? eské Budéjovice e sopratutto la piazza principale di questa città sudboema . La città fu fondata nel 1265 da il re P ? emysl Otakar II . Nel l ' arco dei secoli subì vari cambiamenti architettonici . # E così anche la piazza principale della città , che si chiama La piazza del re Prémysl Otakar II . La piazza è quadratta e la sua superficie è un hetaro . # Intorno alla piazza ci sono le case con i portici nel stile barocco e nel centro si trova una fontana con un personaggio mitico Samson . Accanto alla fontana c ' è una pietra piatta . Una leggenda racconta che passando sopra questa pietra nella notte , si perde l ' orientazione . Nella piazza c ' è il municipio , un albergo e in un angolo si trova un ristorante . Non è un ristorante qualsiasi . La sua storia è molto curiosa , perchè una volta ci si trovò un mercato di carne . Entrando nel ristorante , si apre una vista stupenda . Un salone lunghissimo con le lunghe tavolate , in fondo un orchestra e nei lati piccole stanzette con entrate a forma di portici . # Nella piazza , nel periodo natalizio , sì trova un pino decorato e un presepe . E proprio in questa piazza si danno apuntamento tutti artigiani della città per ricordare le vecchie usanze ed abitudini di nostri nonni . Alla vigiglia di Natale , nei piatti di Cecchi , possiamo trovare una carpa impanata . Questo pesce vendono i pescatori nei grandi tini nella piazza , scaldandosi con il rum . E se in questo periodo così speciale troviamo anche la neve , è una imagine natalizia indimenticabile . #"
"VALICO","Assignment","","","ces","Non dimenticate di visitare la città Ceské Budéjovice e sopratutto la piazza principale di questa città sudboema . La città fu fondata nel 1265 da il re Prémysl Otakar II . Nel l ' arco dei secoli subì vari cambiamenti architettonici . # E così anche la piazza principale della città , che si chiama La piazza del re Prémysl Otakar II . La piazza è quadratta e la sua superficie è un hetaro . # Intorno alla piazza ci sono le case con i portici nel stile barocco e nel centro si trova una fontana con un personaggio mitico Samson . Accanto alla fontana c ' è una pietra piatta . Una leggenda racconta che passando sopra questa pietra nella notte , si perde l ' orientazione . Nella piazza c ' è il municipio , un albergo e in un angolo si trova un ristorante . Non è un ristorante qualsiasi . La sua storia è molto curiosa , perchè una volta ci si trovò un mercato di carne . Entrando nel ristorante , si apre una vista stupenda . Un salone lunghissimo con le lunghe tavolate , in fondo un orchestra e nei lati piccole stanzette con entrate a forma di portici . # Nella piazza , nel periodo natalizio , sì trova un pino decorato e un presepe . E proprio in questa piazza si danno apuntamento tutti artigiani della città per ricordare le vecchie usanze ed abitudini di nostri nonni . Alla vigiglia di Natale , nei piatti di Cecchi , possiamo trovare una carpa impanata . Questo pesce vendono i pescatori nei grandi tini nella piazza , scaldandosi con il rum . E se in questo periodo così speciale troviamo anche la neve , è una imagine natalizia indimenticabile . #"
"VALICO","Assignment","","","ces","C ' era una volta un uomo e una donna che furono molto poveri . Lavorarono molto nei campi e la loro vita fu molto difficile . Ma nonostante tutto furono felici . Solo la mancanza di un bambino gli rese un po tristi . Ma un giorno succedé un miracolo e nacque un bambino . Povera gente , dovevano lavorare ancora di più perché questo bambino fu sempre molto afamato . E così tutti lo chiamavano Neotesànek . Mentre giocava , mangiava . Crescendo , diventò un ragazzo forte è molto grande . Non fece niente , solo mangò . E così come lui diventava sempre più grande , i poveri genitori sono diventati deboli . Non poterono più lavorare e portare il cibo a Neotesànek . # Un giorno , quando non no c ' èra niente da mangiare , aprì la sua bocca grande e ingoiò i genitori . Poi andò in giro a ricerca di cibo . Mangiò tutto quelo che gli atraversò la strada . # Alla fine incontrò un contadino che lavorava nei campi . Lo volle mangiare , ma il contadino fu più veloce e gli disfò la pancia con la zappa . Così vengono salvati tutti coloro sono stati mangiati da Neotesànek . #"
"VALICO","Assignment","","","ces","Ieri al parco io facevo come ogni giorno la pausa e leggevo il giornale . Improvisamente ho visto come un uomo forte ha portato una donna sulle spalle . Lei ha gridato per aiuto . Pensavo , che c ' era un rapito . Io non potevo sostenere un delitto così è ho deciso aiutare la donna . Ho bastonato il criminale . Adeso la donna era libera , ma non era felice ! Immediato dopo la mia azione lei ha cominciato lamentarsi con i mani sullo viso . Lei era arrabiata con me e io non ho potuto capire perché . Poi la donna ha spiegato perché . Il uomo era il suo fidanzato , che voleva mangiare con lui il pranzo , ma lui gia per questo giorno ha organizzato un incontro con il mio vecchio amico . Quando il fidanzato ha visto un ' altro uomo con la sua donna , era arrabiato , ha agguantato la fidanzata , e è ha voluto andare a casa per parlare e spiegare la situazione . Anche così potrebbe essere l ' amore ..."
"VALICO","Assignment","","","ces","Ieri al parco era un giovane signore . Aveva sui trent ' anni , era occhialuto ed a prima vista una persona per bene . Uno puÃ² dire che sembrava quasi un papero . Stava sedendo sulla panchina e leggeva i giornali . # Era un bellissimo giorno , splendeva il sole e faceva bel tempo . Proprio un giorno adatto per passare il tempo nella natura . # Leggendo egli tranquillamente i gornali si è accorto di un uomo che , avendo una giovane donna sulle spalle , passava dattorno . Il signore ne era stupefatto e rifletteva un po ' . La donna sembrava di esser rapita e il signore si è reso conto che era necessario di auitarla . Nonostante che il rapinatore sia stato grande e muscoloso , con un tattuaggio sul braccio che dava al suo viso un ' impressione di crudeltà , l ' occhialuto aveva il coraggio di menarsi con lui . Ha buttato via i giornali ed ha cominciato a rissarsi con quest ' uomo . # Il trichina non s ' aspettava un attacco ed essendo sconcerto e siccome l ' occhialuto aveva veramente una gran voglia di fare un gesto eroico e salvare la donna , è veramente successo che il Davide ha superato il Golia , il giovane signore ha vinto questa lotta . # Ma quello che è successo dopo era un vero sorpreso . Invece di ringraziamento e sorrisi che il signore pensava di sentire , la donna salvata si è messa a lamentare . Si è rivelato infatti , che quell ' uomo che è stato superato non era nessun rapinatore anzi era il fidanzato della donna . La portava sulle spalle perchÃ¨ si è slogata una caviglia e con questo dolore non poteva camminare da sola . La donna ha rimproverato il suo salvatore e per poco non chiamava i poliziotti . # Da ciÃ² possiamo dedurre un consiglio importante che bisogna riflettere due volte prima di agire ."
"VALICO","Assignment","","","ces","Gli uomini sono diversi . Gli uni sono alti , gli altri sono bassi , alcuni guadagnano molto , alcuni troppo , altri non lavorano affatto . Ma una cosa è comune per tutti . Quando bisogna fare un viaggio , tutti devono prendere e scegliere un mezzo di trasporto . Siccome , andando solo , o in due , è piÃ¹ economico usare un mezzo di trasporto pubblico , sono state inventate le stazioni per concentrare le persone che aspettano l ' arrivo del loro mezzo pubblico . # In queste stazioni possono nascere diverse situazioni , perchÃ¨ essendo insieme piÃ¹ persone possono succedere molte cose . Il fatto che ci si aduna molta gente approfittano anche molti ciondoli della società che ci rubano o mendicano il denaro . Si raggirano vicino alla gente , attentamente guardano e sanno cogliere ogni occasione . # Come abbiamo giÃ  detto la moltitudine della gente puÃ² provocare una tale situazione che in una stazione in un certo momento , diciamo alle due di pomeriggo per esempio , ci si trova una varietÃ  di persone , degli amanti , dei lavoratori , imprenditori , diversi gruppi di giovani ed anche delle persone anziane . # La gente è sostanzialmente molto incivile . Questo significa che , e soprattutto non avendo molto tempo e avendo fretta , la gente non si occupa di lordume , anzi pensando che in questa massa nessuno se ne accorge , lo butta per terra . Se contiamo anche le cose che cadono per terra per caso , possiamo immaginarci un gran disordine sui marciapiedi . # E insieme con delle piccole disavventure che a volte possono avvenire a tutti gli uomini , come una valigia dimenticata , un cane fuggito , o invece un tavolo rovesciato davanti ad un chiosco , mette in risalto la confusa atmosfera di una stazione . Alcuni non lo vedono , sono troppo occupati con affari suoi o semplicemente non vogliono , ma alcuni sÃ¬ . E proprio questi disoccupati , che abbiamo giÃ  menzionati ed i quali hanno bastante tempo per osservare l ' ambiente , possono accorgersi di molte cose interessanti , a prima vista invece non visibili ."
"VALICO","Assignment","","","ces","Ieri al parco , vicino al palazzo comunale dove abito io , ero seduto su una panchina e leggevo un giornale . Ma quando ho sentito gli urli di una donna ho alzato la testa per vedere cosa sta succedendo . Ho visto un uomo , tipo Arnold Schwarzeneger , che portava quella poveretta sulle spalle . La mia coscienza mi diceva di aiutare e tutti quei lunghi anni di pugilato mi hanno fatto reagire da vero uomo . Con un pugno solo ho steso quella montagna di muscoli e aspettavo i dolci ringeaziamenti della bella bionda . Ma che sorpresa era per me di sentire tutte quelle parolacce dalla sua deliziosa boccuccia e i rimproveri di aver fatto male al suo fidanzato . Mancava poco che lui mi picchiasse . Ma va a capire le donne ! xxxxxxxxxx"
"VALICO","Assignment","","","ces","L ' altro giorno al lavoro non avevo voglia di lavorare . Per quel misero stipendio che mi danno non potrÃ² mai fare una vita bella e spensierata . In ufficio non devo faticare molto e certe volte sogno anche con gli occhi aperti . La mia mente va lontano e naviga per i mari caldi . Di sicuro porterei con me anche la ragazza che da tanto tempo mi fa impazzire . Con i suoi capelli biondi ci giocherebbe il vento fresco e lei mi guarderebbe con un sorriso e con la vocina dolce ... ma non la voce che da sempre i comandi che sento anche ora ! Cavolo , è la direttrice della società per davvero darevero che mi ha colto di sorpresa . Non porta piÃ¹ i capelli sciolti , ne il costume da bagno , ma mi insulta come se fossi un ragazzino . Ho deciso : mi licenzio e andrÃ² in una isola deserta dove non mi comanderÃ  nessuno !"
"VALICO","Assignment","","","ces","L ' altro giorno al lavoro durante il mio riposo avevo un sogno meraviglioso . Non ero piÃ¹ nell ' ufficio grigio ma in una nave sul mare . C ' era cielo azzuro , sole splendente e i mugnai volavano . Ero il capitane , guidavo la nave . Non c ' ero solo ma con una donna giovanne , bella e sorridente come me . Ad un tratto si è arrabbiata e io non capivo perchÃ¨ . Poi ho visto la mia capo invence di lei . Mi ha portato un lavoro urgente , il sogno è scomparso . Ho dovuto restare in ufficio piÃ¹ lungo , lei mi teneva d ' occhio . Quell ' ora avrei preferito essere a un posto deserto invence di sudar a fare sciocchezze , che non servivano per niente ."
"VALICO","Assignment","","","ces","Ieri al parco ho visto un ragazzo leggere un giornale . Intanto è passato un uomo con una ragazza sulle spalle . Era davvero un Herkules , con muscoli grandi e sul braccio aveva un cuore rosso come un tetuaggio . La ragazza gridava e cercava di scappare , perÃ² inutilmente . Allora quel ragazzo che aveva letto si è arrabbiato , si è alzato e è andato a aiutarla . Ma quando ha superato con grande difficoltà quell ' uomo e con sorriso ha detto alla ragazza di poter scappare , lei confusa e perduta ha sgridato il suo salvatore . Il rapitore è il suo amore , il suo tutto e lui l ' ha ucciso ."
"VALICO","Assignment","","","ces","Ieri al parco capitÃ² una storia infatti emozionante . Era un giorno bello , il sole splendeva e tutto sembrava in ordine . Valentino , un insegnante di educazione fisica , andÃ² , come ogni sabato , al parco per CORRere un pÃ² . Doveva essere in forma per poter esercitare il suo lavoro faticoso . Essendo corso in fondo al parco , Valentino si sedette sulla panchina , prese un giornale che c ' era messo e cominciÃ² a leggere . All ' improvviso , Valentino vide un uomo muscoloso , il quale , con una donna sulle spalle , percorse velocemente attorno alla panchina , dove lui sedeva . La donna gridava e chiamava disperatamente qualcuno in aiuto . In questo momento , Valentino si alzÃ² e immediatamente cominciÃ² a combattere contro quel prepotente sconosciuto . Era una battaglia a suspense , perÃ² , finalmente Valentino riuscÃ¬ a combattere quel prepotente e salvÃ² , in tal modo , la vita della donna , chiamata Laura . Subito dopo questo avvenimento , Laura s ' innamorÃ² di lui . Lo ringraziava a lungo e ammirava la sua forza incredibile . L ' anno dopo Valentino e Laura festeggiavano le loro nozze proprio in quel parco e da quel tempo vivono come una famiglia felice con due bambini ."
"VALICO","Assignment","","","ces","Michele , un impiegato d ' ufficio , sedeva l ' altro giorno al lavoro pensando ... S ' immaginava che era sul mare largo , manovrava una nave e si divertiva un mondo e ciÃ² che piÃ¹ conta , non doveva lavorare . OltracciÃ² , a bordo della nave c ' era una ragazza bionda bellissima che piaceva tantissimo a Michelle . Gli sembrava meravigliso questo sogno ! Comunque , ad un tratto il sogno insieme alla bionda cominciavano a trasformarsi in una realtÃ  crudele . Quella ragazza simpatica che navigò con lui un giorno soleggiato nel suo sogno si arrabbiÃ² improvvisamente par ragione oscura . Si convertÃ² in una donna che era infatti il capo del suo ufficio e il sogno splendido di Michelle era irreparabilmente perduto . La donna lo ingiuriÃ² per non aver lavorato bene e Michelle era costretto a riotnare nel mondo reale di nuovo - nel mondo senza la nave , senza il mare e senza la donna amata ... Tutto questo era un brutto sogno per Michelle , perÃ² il suo orario di lavoro stava per finire e quindi era subito di buon umore . Non vedeva l ' ora di essere a casa per poter sognare di nuovo ..."
"VALICO","Assignment","","","ces","- un piccolo cane bianco appena sfuggito di mano dalla sua proprietaria fa rovesciare un tavolo imbandito e si allontana velocemente sotto gli occhi stupiti della signora stessa - al centro della stazione tre diversi viaggitori sembrano essere rimasti molto sorpresi e quasi scioccati dal rovesciarsi del tavolo e cercano di capire che cosa ha provocato tutto questo - un uno uomo e una donna una coppia si stanno baciando appassionatamente - un operaio tecnico cammina lungo i binari e osserva con aria curiosa e sorpresa la coppia che si bacia - un vecchio marinaio con un mozzicone di sigaretta in bocca , sembra riflettere distrattamente xxxxxxxxx - sullo sfondo a destra una donna sta per patire con il treno e il suo gentil uomo l ' aiuta con la valigia - sotto l ' orologio della stazione tre giovani sembrano discuttere ed uno di loro indica agli altri l ' ora esatta"
"VALICO","Assignment","","","ces","Ieri al parco un signore seduto su una panchina era intento a leggere il giornale . Improvvisamente , per sua sorpresa , vede passare davanti a se un uomo robusto che trascina a forza sulle proprie spalle una giovane ragazza e infastidito da questa visione si alza immediatamente per fare giustizia . Con ogni evidenza colpisce l ' uomo mandandolo a tappeto tappetto provocando la reazione della giovane ragazza che dapprima si mostra sorpresa e preoccupata ed infine molto risentita . Questo risentimento nasce probabilmente dall ' amore per il suo partner , un amore che sembra essere piÃ¹ forte di ogni qualsiasi forma di giustizia . e x che lascia sorpreso ed attonito l ' occasionale giustiziere ."
"VALICO","Assignment","","","ces","Ieri al parco , quando sedevo su una banchina e leggevo il giornale , ho sentito una voce femminile . Era giÃ  tardi e quella voce era disperata , era una voce che gridava aiuto . Dopo un po ' ha passato qualche tizio muscoloso che portava una donna sulla spalla . Era proprio quella donna che gridava . Non aspettavo altro , sono andato a insultare quel prepotente . L ' ho fermato e colpito , perchÃ¨ anch ' io sono muscoloso . L ' uomo è rimasto sdraiato sulla terra , e io aspettavo la lode della donna . Ma qual ' era la mia sorpresa ! La donna ha cominciato a sgridarmi e voleva colpire me ! Affermava che quel prepotente era il suo ragazzo , che tutto quello era solo un gioco ."
"VALICO","Assignment","","","ces","Sono le due precise . # Alla stazione è presente tanta gente . Vediamo tre locomotive che aspettano la loro partenza . C'Ã¨ il conduttore in un treno che prende una valigia don un viaggiatore . # Davanti a uno dei treni sta una coppia di amanti che s ' abbracciano , si baciano e non sentono nient ' altro che sÃ© stessi . C'Ã¨ perÃ² un ladro che sfrutta questa situazione e ruba una loro valigia . Non è molto prudente , perchÃ¨ dà una spinta a qualche uomo che porta le valigie . Quello perde stabilitÃ  e le sue valigie cadono per terra , si aprono e causano tanto disordine . Una delle valigie cadute fa cadere il tavolino , al quale siede una donna anziana e il suo piccolo cane comincia a CORRere via ."
"VALICO","Assignment","","","ces","Ci troviamo alla stazione dei treni , sono le due del pomeriggio . La parte posteriore della stazione , quella piÃ¹ in fondo , sembra tranquilla , ordinaria . In quella piÃ¹ vicina a noi , invece , succede una cosa che crea caos . La persona che lo provoca è evidentemente quell ' uomo con berretto . Forse sta cercando qualcuno , o meglio , sta seguendo o addirittura perseguitando qualcuno . E così , CORRendo , urta negli uomini e nemmeno si rivolge . Il suo movimento ha fatto cadere dei parchi ad un signore . E questi , apertisi e caduti sulla terra hanno causato un bel disordine . C'Ã¨ una signora vicino , seduta , la quale , poveretta , è diventata la meta di alcune vivande saltate da un parco . Spaventatasi , ha perso al cinta del suo cane e non riesce piÃ¹ a richiamarlo . E poi c'Ã¨ quell ' altro uomo , anche lui con berretto , che certamente è complice del primo !"
"VALICO","Assignment","","","ces","Ieri al parco Marco , studente universitario , leggeva come al solito il suo giornale preferito e godeva l ' aria fresca . Ad un tratto una xx coppia gli è passata pa davanti . Ma era una coppia un poco strana , essendo la donna sopra il braccio dell ' uomo , con la testa indietro e le gambe avanti , ovviamente tenuta stretta dall ' uomo . Marco , sentito il grido le grida della donna , ha gettato gett via il giornale e si è messo a salvare la donna . Lui stesso si è meravigliato che è riuscito a paralizzare quell ' uomo . Mah , ahimÃ© ! Invece di un ' espressione di felicitÃ  ha ricevuto dalla donna solo bestemmie ! Che coppie strane oggi ! !"
"VALICO","Assignment","","","ces","C ' era una bellissima giornata piena di sole e Carlo ha deciso di andare al parco a riposare un po ' e godersi il sole . Si è seduto su una panchina banchina e si è messo a legger il giornale . Poco dopo improvisamente ha sentito un urlo forte . Quando ha alzato la testa , ha visto passare un uomo grande e robusto con la faccia spiacevole e aggressiva che portava sulla spalla una donna gridante . Carlo non sapeva che cosa fosse successo perÃ² la donna aveva ovviamente biosogno del suo aiuto . Senza esitare un attimo Carlo si è alzato dalla panchina banchina e ha corso verso i due per salvare la povera donna . # Carlo ha assalito il prepotente con tutta la forza e senza nessun problema è riuscito a vincerlo . Carlo era contento quando ha visto il malvivente sdraiato per terra incapace di muoversi . Ha fatto un sorriso alla donna salvata perÃ² lei non sembrava felice . Anzi , si è spaventata e con la faccia preoccupata guardava il suo amante ferito che sembrava di aver perso coscienza . Alla fine la donna ha sgridato Carlo per intromettersi nelle cose altrui e per aver fatto male al suo uomo amato . Povero Carlo non sapeva cosa dire . Voleva comportarsi da gentiluomo e aiutare la bella bionda perÃ² purtroppo non ha trovato ascolto ."
"VALICO","Assignment","","","ces","Un altro giorno in ufficio . Che noia ! Sempre lo stesso lavoro giorno dopo giorno . Federico sta al lavoro , chiuso in ufficio a leggere documenti e contratti dei clienti . Sempre lo stesso : leggere con cura , stampigliare , firmare , leggere , stampiglia , firma ... # Se magari potesse passare le bellissima giornata al mare ! Girare l ' oceano sul motoscafo , godersi il sole , abbronzzarsi , guardare il mare infinito e isolette e uccelli attorno ... Federico vede sÃ© stesso come timoniere all ' mare aperto , nella compagnia di una bella bionda sconosciuta ... Lui in una camicia svolazzante , con un berretto , lei in bikini e con i capelli lunghi e biondi che volano in ventuccio ... Una giornata ideale . # Ma all ' improvviso la bella sembra arrabbiata . Come mai ? C'Ã¨ qualcosa che non va . Federico sta canticchiando e non capisce cosa succedda . La bella bionda cambia . Ora assomiglia piuttosto alla capo di Federico , tutta accigliata . E infatti è la sua capo ! Ed è arrabbiata ed acciagliata ! # La capo sta nell ' ufficio di Federico accanto alla sua scrivania e gli parla con uno sguardo pieno di rimproveri : Federico non lavora , fa delle sciocchezze e lei sta aspettando giÃ  un ' ora i contratti per clienti importanti ! Federico si sente male , svegliato da un bel sogno . Il mare è sfuggito , il sole anche , la donna simpatica non c'Ã¨ piÃ¹.. . gli è rimasta solo la pila dei contratti da leggere . Un altro pomeriggio noioso in ufficio ."
"VALICO","Assignment","","","ces","Ieri al parco ho seduto sul banco e ho letto il giornale , come ogni mattina prima di andare al lavoro . All ' improviso ho sentito un urlo e in pochi minuti ho visto un ' uomo fortissimo che portava una donna sulle spalle . Lei gridava : "" Aiuto , Aiuto ! "" ; e proprio quando sono passati vicino al mio banco , mi sono deciso che la devo aiutare . Ero veramente arrabiato ; non sopporto quelli che pensano che possono fare male agli altri soltanto perchÃ¨ sono forti e muscolosi . # Forse questa rabbia ha causato che bastavano due o tre panciate e lui è cascato per la terra , senza muoversi . Mi sentivo grande ed eroico e m ' immaginavo come la ragazza salvata , piena di ammirazione e di riconoscenza , s ' innamora di me ... lei invece mi ha sgridato dicendo che quel tipo x strano era il suo fidanzato e che si trattava di uno scherzo ."
"VALICO","Assignment","","","ces","Racconta cosa sta succedendo in quella stazione : In questa stazione possiamo vedere tre treni che ci aspettano il tempo della loro partenza partita . Vediamo alcune persone salire e scendere , altri stanno aspettando aspettano il treno in un altra direzione un altro treno o forse aspettano l ' arrivo di qualche familiare , questo non è sicuro . Quello che è sicuro dalla immagine è che in questa stazione quel pomeriggio in questa stazione c'Ã¨ un grande casino . Possiamo vedere un ladro , che ha appena rubato la valigia valiggia a un signore che baccia la sua ragazza e non guarda attorno . C'Ã¨ anche una grande disordine , perchÃ¨ un cane ha arrovesciato la valigia di una signora anziana e tutto il contenuto si è rotto sul binario A destra vediamo un meccanico che è venuto per aggiustare la cabina telefonica in mezzo , devastata dagli vagabondi e non puÃ² credere ai propri occhi quando vede tutta questa disordine ."
