Corpus,Type,Text ID,Author ID,L1,content
VALICO,Assignment,,,CS,"L ' altro giorno al lavoro durante il mio riposo avevo un sogno meraviglioso . Non ero piÃ¹ nell ' ufficio grigio ma in una nave sul mare . C ' era cielo azzuro , sole splendente e i mugnai volavano . Ero il capitane , guidavo la nave . Non c ' ero solo ma con una donna giovanne , bella e sorridente come me . Ad un tratto si è arrabbiata e io non capivo perchÃ¨ . Poi ho visto la mia capo invence di lei . Mi ha portato un lavoro urgente , il sogno è scomparso . Ho dovuto restare in ufficio piÃ¹ lungo , lei mi teneva d ' occhio . Quell ' ora avrei preferito essere a un posto deserto invence di sudar a fare sciocchezze , che non servivano per niente ."
VALICO,Assignment,,,CS,"Ieri al parco ho visto un ragazzo leggere un giornale . Intanto è passato un uomo con una ragazza sulle spalle . Era davvero un Herkules , con muscoli grandi e sul braccio aveva un cuore rosso come un tetuaggio . La ragazza gridava e cercava di scappare , perÃ² inutilmente . Allora quel ragazzo che aveva letto si è arrabbiato , si è alzato e è andato a aiutarla . Ma quando ha superato con grande difficoltà quell ' uomo e con sorriso ha detto alla ragazza di poter scappare , lei confusa e perduta ha sgridato il suo salvatore . Il rapitore è il suo amore , il suo tutto e lui l ' ha ucciso ."
VALICO,Assignment,,,CS,"Ieri al parco capitÃ² una storia infatti emozionante . Era un giorno bello , il sole splendeva e tutto sembrava in ordine . Valentino , un insegnante di educazione fisica , andÃ² , come ogni sabato , al parco per CORRere un pÃ² . Doveva essere in forma per poter esercitare il suo lavoro faticoso . Essendo corso in fondo al parco , Valentino si sedette sulla panchina , prese un giornale che c ' era messo e cominciÃ² a leggere . All ' improvviso , Valentino vide un uomo muscoloso , il quale , con una donna sulle spalle , percorse velocemente attorno alla panchina , dove lui sedeva . La donna gridava e chiamava disperatamente qualcuno in aiuto . In questo momento , Valentino si alzÃ² e immediatamente cominciÃ² a combattere contro quel prepotente sconosciuto . Era una battaglia a suspense , perÃ² , finalmente Valentino riuscÃ¬ a combattere quel prepotente e salvÃ² , in tal modo , la vita della donna , chiamata Laura . Subito dopo questo avvenimento , Laura s ' innamorÃ² di lui . Lo ringraziava a lungo e ammirava la sua forza incredibile . L ' anno dopo Valentino e Laura festeggiavano le loro nozze proprio in quel parco e da quel tempo vivono come una famiglia felice con due bambini ."
VALICO,Assignment,,,CS,"Michele , un impiegato d ' ufficio , sedeva l ' altro giorno al lavoro pensando ... S ' immaginava che era sul mare largo , manovrava una nave e si divertiva un mondo e ciÃ² che piÃ¹ conta , non doveva lavorare . OltracciÃ² , a bordo della nave c ' era una ragazza bionda bellissima che piaceva tantissimo a Michelle . Gli sembrava meravigliso questo sogno ! Comunque , ad un tratto il sogno insieme alla bionda cominciavano a trasformarsi in una realtÃ  crudele . Quella ragazza simpatica che navigò con lui un giorno soleggiato nel suo sogno si arrabbiÃ² improvvisamente par ragione oscura . Si convertÃ² in una donna che era infatti il capo del suo ufficio e il sogno splendido di Michelle era irreparabilmente perduto . La donna lo ingiuriÃ² per non aver lavorato bene e Michelle era costretto a riotnare nel mondo reale di nuovo - nel mondo senza la nave , senza il mare e senza la donna amata ... Tutto questo era un brutto sogno per Michelle , perÃ² il suo orario di lavoro stava per finire e quindi era subito di buon umore . Non vedeva l ' ora di essere a casa per poter sognare di nuovo ..."
VALICO,Assignment,,,CS,"- un piccolo cane bianco appena sfuggito di mano dalla sua proprietaria fa rovesciare un tavolo imbandito e si allontana velocemente sotto gli occhi stupiti della signora stessa - al centro della stazione tre diversi viaggitori sembrano essere rimasti molto sorpresi e quasi scioccati dal rovesciarsi del tavolo e cercano di capire che cosa ha provocato tutto questo - un uno uomo e una donna una coppia si stanno baciando appassionatamente - un operaio tecnico cammina lungo i binari e osserva con aria curiosa e sorpresa la coppia che si bacia - un vecchio marinaio con un mozzicone di sigaretta in bocca , sembra riflettere distrattamente xxxxxxxxx - sullo sfondo a destra una donna sta per patire con il treno e il suo gentil uomo l ' aiuta con la valigia - sotto l ' orologio della stazione tre giovani sembrano discuttere ed uno di loro indica agli altri l ' ora esatta"
VALICO,Assignment,,,CS,"Ieri al parco un signore seduto su una panchina era intento a leggere il giornale . Improvvisamente , per sua sorpresa , vede passare davanti a se un uomo robusto che trascina a forza sulle proprie spalle una giovane ragazza e infastidito da questa visione si alza immediatamente per fare giustizia . Con ogni evidenza colpisce l ' uomo mandandolo a tappeto tappetto provocando la reazione della giovane ragazza che dapprima si mostra sorpresa e preoccupata ed infine molto risentita . Questo risentimento nasce probabilmente dall ' amore per il suo partner , un amore che sembra essere piÃ¹ forte di ogni qualsiasi forma di giustizia . e x che lascia sorpreso ed attonito l ' occasionale giustiziere ."
VALICO,Assignment,,,CS,"Ieri al parco , quando sedevo su una banchina e leggevo il giornale , ho sentito una voce femminile . Era giÃ  tardi e quella voce era disperata , era una voce che gridava aiuto . Dopo un po ' ha passato qualche tizio muscoloso che portava una donna sulla spalla . Era proprio quella donna che gridava . Non aspettavo altro , sono andato a insultare quel prepotente . L ' ho fermato e colpito , perchÃ¨ anch ' io sono muscoloso . L ' uomo è rimasto sdraiato sulla terra , e io aspettavo la lode della donna . Ma qual ' era la mia sorpresa ! La donna ha cominciato a sgridarmi e voleva colpire me ! Affermava che quel prepotente era il suo ragazzo , che tutto quello era solo un gioco ."
VALICO,Assignment,,,CS,"Sono le due precise . # Alla stazione è presente tanta gente . Vediamo tre locomotive che aspettano la loro partenza . C'Ã¨ il conduttore in un treno che prende una valigia don un viaggiatore . # Davanti a uno dei treni sta una coppia di amanti che s ' abbracciano , si baciano e non sentono nient ' altro che sÃ© stessi . C'Ã¨ perÃ² un ladro che sfrutta questa situazione e ruba una loro valigia . Non è molto prudente , perchÃ¨ dà una spinta a qualche uomo che porta le valigie . Quello perde stabilitÃ  e le sue valigie cadono per terra , si aprono e causano tanto disordine . Una delle valigie cadute fa cadere il tavolino , al quale siede una donna anziana e il suo piccolo cane comincia a CORRere via ."
VALICO,Assignment,,,CS,"Ci troviamo alla stazione dei treni , sono le due del pomeriggio . La parte posteriore della stazione , quella piÃ¹ in fondo , sembra tranquilla , ordinaria . In quella piÃ¹ vicina a noi , invece , succede una cosa che crea caos . La persona che lo provoca è evidentemente quell ' uomo con berretto . Forse sta cercando qualcuno , o meglio , sta seguendo o addirittura perseguitando qualcuno . E così , CORRendo , urta negli uomini e nemmeno si rivolge . Il suo movimento ha fatto cadere dei parchi ad un signore . E questi , apertisi e caduti sulla terra hanno causato un bel disordine . C'Ã¨ una signora vicino , seduta , la quale , poveretta , è diventata la meta di alcune vivande saltate da un parco . Spaventatasi , ha perso al cinta del suo cane e non riesce piÃ¹ a richiamarlo . E poi c'Ã¨ quell ' altro uomo , anche lui con berretto , che certamente è complice del primo !"
VALICO,Assignment,,,CS,"Ieri al parco Marco , studente universitario , leggeva come al solito il suo giornale preferito e godeva l ' aria fresca . Ad un tratto una xx coppia gli è passata pa davanti . Ma era una coppia un poco strana , essendo la donna sopra il braccio dell ' uomo , con la testa indietro e le gambe avanti , ovviamente tenuta stretta dall ' uomo . Marco , sentito il grido le grida della donna , ha gettato gett via il giornale e si è messo a salvare la donna . Lui stesso si è meravigliato che è riuscito a paralizzare quell ' uomo . Mah , ahimÃ© ! Invece di un ' espressione di felicitÃ  ha ricevuto dalla donna solo bestemmie ! Che coppie strane oggi ! !"
VALICO,Assignment,,,CS,"C ' era una bellissima giornata piena di sole e Carlo ha deciso di andare al parco a riposare un po ' e godersi il sole . Si è seduto su una panchina banchina e si è messo a legger il giornale . Poco dopo improvisamente ha sentito un urlo forte . Quando ha alzato la testa , ha visto passare un uomo grande e robusto con la faccia spiacevole e aggressiva che portava sulla spalla una donna gridante . Carlo non sapeva che cosa fosse successo perÃ² la donna aveva ovviamente biosogno del suo aiuto . Senza esitare un attimo Carlo si è alzato dalla panchina banchina e ha corso verso i due per salvare la povera donna . # Carlo ha assalito il prepotente con tutta la forza e senza nessun problema è riuscito a vincerlo . Carlo era contento quando ha visto il malvivente sdraiato per terra incapace di muoversi . Ha fatto un sorriso alla donna salvata perÃ² lei non sembrava felice . Anzi , si è spaventata e con la faccia preoccupata guardava il suo amante ferito che sembrava di aver perso coscienza . Alla fine la donna ha sgridato Carlo per intromettersi nelle cose altrui e per aver fatto male al suo uomo amato . Povero Carlo non sapeva cosa dire . Voleva comportarsi da gentiluomo e aiutare la bella bionda perÃ² purtroppo non ha trovato ascolto ."
VALICO,Assignment,,,CS,"Un altro giorno in ufficio . Che noia ! Sempre lo stesso lavoro giorno dopo giorno . Federico sta al lavoro , chiuso in ufficio a leggere documenti e contratti dei clienti . Sempre lo stesso : leggere con cura , stampigliare , firmare , leggere , stampiglia , firma ... # Se magari potesse passare le bellissima giornata al mare ! Girare l ' oceano sul motoscafo , godersi il sole , abbronzzarsi , guardare il mare infinito e isolette e uccelli attorno ... Federico vede sÃ© stesso come timoniere all ' mare aperto , nella compagnia di una bella bionda sconosciuta ... Lui in una camicia svolazzante , con un berretto , lei in bikini e con i capelli lunghi e biondi che volano in ventuccio ... Una giornata ideale . # Ma all ' improvviso la bella sembra arrabbiata . Come mai ? C'Ã¨ qualcosa che non va . Federico sta canticchiando e non capisce cosa succedda . La bella bionda cambia . Ora assomiglia piuttosto alla capo di Federico , tutta accigliata . E infatti è la sua capo ! Ed è arrabbiata ed acciagliata ! # La capo sta nell ' ufficio di Federico accanto alla sua scrivania e gli parla con uno sguardo pieno di rimproveri : Federico non lavora , fa delle sciocchezze e lei sta aspettando giÃ  un ' ora i contratti per clienti importanti ! Federico si sente male , svegliato da un bel sogno . Il mare è sfuggito , il sole anche , la donna simpatica non c'Ã¨ piÃ¹.. . gli è rimasta solo la pila dei contratti da leggere . Un altro pomeriggio noioso in ufficio ."
VALICO,Assignment,,,CS,"Ieri al parco ho seduto sul banco e ho letto il giornale , come ogni mattina prima di andare al lavoro . All ' improviso ho sentito un urlo e in pochi minuti ho visto un ' uomo fortissimo che portava una donna sulle spalle . Lei gridava : "" Aiuto , Aiuto ! "" ; e proprio quando sono passati vicino al mio banco , mi sono deciso che la devo aiutare . Ero veramente arrabiato ; non sopporto quelli che pensano che possono fare male agli altri soltanto perchÃ¨ sono forti e muscolosi . # Forse questa rabbia ha causato che bastavano due o tre panciate e lui è cascato per la terra , senza muoversi . Mi sentivo grande ed eroico e m ' immaginavo come la ragazza salvata , piena di ammirazione e di riconoscenza , s ' innamora di me ... lei invece mi ha sgridato dicendo che quel tipo x strano era il suo fidanzato e che si trattava di uno scherzo ."
VALICO,Assignment,,,CS,"Racconta cosa sta succedendo in quella stazione : In questa stazione possiamo vedere tre treni che ci aspettano il tempo della loro partenza partita . Vediamo alcune persone salire e scendere , altri stanno aspettando aspettano il treno in un altra direzione un altro treno o forse aspettano l ' arrivo di qualche familiare , questo non è sicuro . Quello che è sicuro dalla immagine è che in questa stazione quel pomeriggio in questa stazione c'Ã¨ un grande casino . Possiamo vedere un ladro , che ha appena rubato la valigia valiggia a un signore che baccia la sua ragazza e non guarda attorno . C'Ã¨ anche una grande disordine , perchÃ¨ un cane ha arrovesciato la valigia di una signora anziana e tutto il contenuto si è rotto sul binario A destra vediamo un meccanico che è venuto per aggiustare la cabina telefonica in mezzo , devastata dagli vagabondi e non puÃ² credere ai propri occhi quando vede tutta questa disordine ."
VALICO,Assignment,,,CS,"Ieri al parco ero testimone di un bel disinteso . Sono passata attorno a tre persone personne . C ' erano due uomini giovani ed una bella signorina . Un signore che portava gli occhiali sedeva sulla banchina e leggeva il giornale , l ' altro uomo con un tattoo ha preso la donna a tracolla . Quell ' uomo seduto credeva che la donna chiamasse l ' aiuto ed allora si è deciso di salvarla e ha battuto il "" violente "" . Aspettava dei ringrazi da parte della signorina perÃ² lei era arrabbiatissima e non poteva capire perchÃ¨ ha assalito il suo fidanzato . E l ' occhialuto è rimasto senza fiatto e tutto perplesso ."
VALICO,Assignment,,,CS,"Ci troviamo in un stazione ferroviaria , è l ' una e la salla è affollata di gente e tutta in disordine . # C'Ã¨ una coppia giovane che si abbraccia e si baccia . Un uomo , vestito di nero , trae la sua valigia . Un ' altra coppia porta i pacchi e un pacco dell ' uomo cade sulla terra e , si apre . A qualcuno è fuggito un cane che rovescia la tavola alla quale siede una signora anziana . Sono rovesciati anche un pacco e qualche bottiglia e sono rotti alcuni piatti e una tazza . In primo piano un uomo , con la barba , fuma e sullo sfondo , a destra , va un mecanico e un signore aiuta una donna con le sue valigie in treno ."
VALICO,Assignment,,,CS,"Ieri al parco un ragazzo , seduto sulla panchina nella parte tranquilla , leggeva il giornale . Ad un tratto passÃ² davanti a lui un uomo forte e grande portando in collo una ragazza bionda così come se volesse rapirla . Il ragazzo non esitÃ² , si alzÃ² e subito decise di salvarla . ArrivÃ² in corsa alla coppia e con un colpo atterrÃ² quel mascalzone . Ma che cosa non accadde ! La ragazza era infelice , piangeva a lamentava . Invece di ringraziandolo di essere salvata da quel malvivente la ragazza cominciÃ² a sgridarlo spiegandogli che quel poveraccio sulla terra era il suo fidanzato ! Il povero ragazzo aveva un groppo alla golla ."
VALICO,Assignment,,,CS,"è l ' una . Alla stazione c'Ã¨ un grande caos . Un uomo con la vista torva e con il vestito nero sta dando una spinta all ' uomo accanto a lui in modo che a lui sta cadendo la scatola con le scarpe . A sinistra la signora anziana sta chiamando il suo cane che sta CORRendo e che poco fa ha urtato la tavola . Il caffÃ¨ si è effuso , i piatti sono rotti . Oltre alla tavola anche la stazione è in disordine e piena di rifiuti . Solo a destra la coppia innamorata è illuminante , quasi come se non c ' entrassero mica ."
VALICO,Assignment,,,CS,"Ieri al parco della nostra cittÃ  è successa una cosa molto curiosa che ha subito destato l ' attenzione di tutti i giornali locali . Infatti , un certo signor Bianchi che , verso le quattro di pomeriggio , si trovava nel parco , seduto comodamente su una panchina a leggere il giornale , è stato , ad un tratto , testimone di una scena insolita quando gli è passata davanti una coppia di coniugi . # Non ci sarebbe stato niente di strano se perÃ² la donna non fosse trascinata sulla spalla dell ' uomo chiamando in aiuto . Non potendo rimanere con le mani in mano di fronte alle grida d ' aiuto di questa , il nostro protagonista non ha esitato a socCORRerla prontamente atterrando l ' aggressore da un colpo di pugno ben mirato . # Qual è stata perÃ² la sorpresa del Bianchi quando , invece di essere ringraziato dall ' offesa , si è visto insultare dalla donna che , poco dopo , è perfino passata a delle minacce sempre piÃ¹ audaci . # Uno poi sarebbe subito tentato di chiedersi se , in caso simile , fosse giusto reagire nello stesso modo del Bianchi ."
VALICO,Assignment,,,CS,"Eccoci nella stazione ferroviaria di Verona . Avremo l ' unica occasione di assistere ad una delle scene di un nuovo film del famoso regista Franco Nitti . Tutti gli attori hanno giÃ  preso posizione e si sta solo aspettando l ' avviso del Nitti . Un momento di sospeso , ciac ed eccoci l ' indimenticabile Parini recitando stavolta la parte di un recidivo scappato dalla prigione , vestito tutto in nero , che , alarmato da un falso fischio di sirena poliziesca , si scontra con una coppia giovane facendo saltare dalla mano dell ' uomo una scatola con dentro un paio di scarpe . # Ben presto gli altri personaggi della scena si verranno immischiati nel flusso travolgente dell ' azione . Infatti , lo stesso colpo di sirena fa spaventare il cagnolino della signora seduta ad una tavola del posto ristoro locale . Il cagnolino impaurito fa una scossa alla tavola mettendo tutto a rovescia . # Non manca l ' elemento amoroso della sequenza : una parte della scena ritrae due innamorati che prima di separarsi si scambiano baci fervidi . Comunque durerÃ  solo un istante che tutte le facce si puntino sul protagonista malvagio ."
VALICO,Assignment,,,CS,"Ieri al parco mi sono seduto sulla panchina e mi sono messo a leggere i giornali poco prima comprati . Era mezzogiorno , bel tempo ed io pensavo di passare un ' oretta piacevole al parco . # Ma ad un tratto sento un bercio così forte che ripercuoteva quasi tutto il parco . è una ragazza , che bercia , portata sulla spalla di un uomo circa di mia etÃ  . Ma è un omaccione ed in piÃ¹ sembra di essere molto arrabbiato . Io , educato a proteggere x deboli e oppressi , devo intervenire . Inferisco un colpo a lui , tale che lui cade sulla terra e non si leva piÃ¹ . Sono fiero alla mia salvezza di questa povera ragazza , ma lei non è per nulla felice di esser salvata . Anzi , dopo aver provato a consolare quell ' omaccione il quale na la rispondeva , attacca briga con me bestemmiandomi che ho fatto del male al suo amore . # Dopo questa esperienza mi sono deciso a non intervenire mai piÃ¹ in problemi non propri deglaltri ."
VALICO,Assignment,,,CS,"Sono le due . Il nipote ha capovolto il tavolo presso il quale sedeva una donna con grande borsetta . Buon lavoro , nipote - giudico . Adesso il nipote scappa nascostamente dello spazio . Poteva forse prendere anche la borsetta . Le scatole cadono giÃ¹ dal tavolo e attirano l ' attenzione della donna ed anche di un uomo che ci passa con una donna . Il momento giusto per il figlio . Ruba una valigia di un uomo smilzo che sta bacciando la sua ragazza . Buona scelta , penso io . Ma non sa dove scappare . Volgendomi a destra gl ' indico la direzione . Continuo a controllare la situazione , essendo giÃ  vecchio e lento non posso esser indicato a nient ' altro piÃ¹ . Ci sono solo due persone che potrebbero essere testimoni indesiderati . Una donna dietro mio figlio , la quale guarda al cagnolino galoppante , spaventato dal tavolo capovolto . E poi un meccanico vicino al treno sul primo binario , il quale ha davanti a sÃ¨ tutta la situazione . La coppia derubata non attende nè alla valigia nè al rumore del tavolo . Tutt ' altra gente al secondo e terzo binario segue qualcosa altro . Sembra di essere un atto fruttuoso ."
VALICO,Assignment,,,CS,"Ieri al parco stavo leggendo un giornale . Ad un tratto ho visto arrivare un uomo con grandi muscoli che portava via in braccio una ragazza giovane che gridava l ' aiuto . Si poteva vedere che l ' uomo era di cattivo umore . Non ho esitato ni un attimo , ho saltato e sono corso a salvare la signorina Grazie l ' arte del KARATE , sono riuscito a combattere quel giovane muscoloso , pieno di forza . Quasi subito , precisamente dopo i miei due interventi , l ' uomo giovane è caduto sulla terra ed è rimasto lÃ¬ sdraiato e non si muoveva . Ho sentito una grande soddisfazione dentro di me ma la signorina si è comportata diversamente e si è messa a lamentare . Io non ho potuto capire perchÃ¨ . Ho pensato che lei sarebbe stata contenta di aver aiutarla ; invece lei era molto arrabbiata e mi ha spiegato che quel uomo giovane sulla terra era il suo fidanzato ."
VALICO,Assignment,,,CS,"L ' altro giorno al lavoro stavo sedendo alla scrivania e non avevo molta voglia di lavorare e per questo ho cominciato a sognare . Sognavo le vacanze appena finite quando io e la mia fidanzata eravamo andati sul mare in una barca a motore . Era un bel giorno , il sole splendeva , faceva caldo da morire . Stavamo parlando , ridevamo molto e tutti e due eravamo contentissimi . Come due innamorati . avevamo i vestiti della stessa stoffa con i fiori . # Ma all ' improviso la faccia della mia fidanzata si era cambiata , era molto irritata ed io non sapevo assolutamente perchÃ¨ . Avevo dovuto accontentarmi solo con la mia spiegazione della sua rabbia . Mi ero detto : "" Sono le donne , cosa ne x c ' entro io , "" loro sanno cambiare il umore xumore durante un attimo "" . E questo era l ' ultimo momento del mio sogno perchÃ¨ mi è svegliata la voce rigida della mia direttrice . Mi ha spiegato chiaramente che erano solo le tre e mezzo e che alla fine del lavoro restava ancora un ' ora e mezzo medio "" e che dovevo compire tutti i miei doveri . # La direttrice quel pomeriggio era molto severa , non sorrideva e mi controllava spesso . Ed io ero stanchissimo di fare quel tipo di lavoro noioso e non smettevo di sognare le nostre vacanze , il mare , il sole ..."
VALICO,Assignment,,,CS,"L ' altro giorno al lavoro , in un momento di calma , un signore si è messo a sognare sÃ© sul bordo di una barca sul mare . Nel sogno il sole splendeva , gli uccelli cantavano e sul bordo c ' era insieme al signore una bella ragazza bionda . Tutto era perfetto - all ' improviso , perÃ² , la ragazza ha cambiato umore . Il signore si chiedeva che cosa fosse successo . La ragazza è diventata cattiva e si è messa a gridare . In quel momento il signore si è riscosso dal suo sogno e si è reso conto che la donna la quale aveva gridato gri non era quella della barca ma era una signora che aspettava un timbro al suo banco da lavoro ."
VALICO,Assignment,,,CS,"Ieri al parco , mentre un giovane ragazzo stava leggendo il giornale , ha visto , all ' improviso , passare davanti un signore muscoloso con l ' aria arrabbiata il quale portava in collo una signorina che urlava . Vedendo questa scena il giovanotto ha pensato che il signore volesse fare male alla signorina allora si è alzato per aiutarla . Nonostante il signore fosse stato pieno di muscoli , il ragazzo l ' ha fatto stramazzare . # La signorina , perÃ² , non sembrava molto contenta , anzi , si è messa a gridare e minacciare il ragazzo il quale è rimasto tutto perplesso . L ' uomo che stava per terra era il fidanzato della signorina ."
VALICO,Assignment,,,CS,"Ieri al parco stavo se duto sulla panchina e leggevo il giornale . Ad un tratto ho sentito la voce di una donna che gridava . La voce s ' avvicinava . Quando ho alzato gli occhi , ho visto un uomo grande e forte che passava di fronte a me e sulla spalla portava la una donna che gridava . Non sono uno che ama la violenza , ma quando ho visto questa scena , mi sono fatto coraggio e li ho raggiunti . Ho fermato l ' uomo e gli ho detto : "" Metti subito giÃ¹ quella ragazza "" . Ma siccome lui non ha mosso un dito e la ragazza stricena , non ho esitato troppo a lungo e gli ho dato un bel pugno . Lui ha lasciato la ragazza e subito dopo è caduto a terra inconsio . Mi sono sentivo un eroe . Ma quando ho guardato sodisfatto la ragazza , con grande stupore ho visto che la sua faccia era preocupata e invece di ringraziarmi ha cominciato a insultarmi gridando : "" Ma sei impazzito ? Chi ti chi credi di essere ? Questo è il mio ragazzo , tu gli hai fatto male , guarda . Che ti ha saltato in mente ? "" Quando ho pianto di balbettare : "" Ma tu gridavi e io pensavo ...che lui ...che tu ... "" Ma che , fa sempre così quando non voglio andare da sua madre . semplicemente mi ci porta sulle spalle . E adesso , vattene da qui prima che si svegli sennÃ² ci sarÃ  un finimondo "" . Da oggi quel giorno proprio non voglio ho voglia di fare mai piÃ¹ l ' eroe e xxxxxxxx ho deciso che sarei andato a leggere il mio giornale da qualche altra parte ."
VALICO,Assignment,,,CS,"Questa stazione sembra di essere un poco caotica . Si vede tanta gente che sta facendo diverse cose . A destra vediamo una coppia giovane che si sta baciando e abbracciando . Visto che tutti e due hanno dei bagagli , possiamo pensare che stanno per partire , ma ognuno parte per un luogo diverso e si stanno salutando . Vicino a loro c'Ã¨ un meccanico che li sta guardando . A loro sinistra c'Ã¨ un uomo con la valigia e mode che perÃ² sembra un ladro di come è vestito e dalla sua espressione di guardarsi attorno . Dietro di lui c'Ã¨ un ' altra coppia . La signora sta guardando il cagnolino che sta CORRendo via . è forse della signora che sta seduta sulla sedia . Era seduta ad un tavolo , il quale si è rovesciato gi a causa del cane che sta scappando . PerciÃ² si vedono per terra i piattini e le tazze rotte , per terra sono anche alcuni pacchi e scatole , che sono caduti al signore della coppia che sta dietro "" il ladro "" . Davanti c'Ã¨ un signore anziano che sta fumando e osservando tutto . Si vedono anche alcuni rifiutti . PiÃ¹ lontano sembra che la situazione sii piÃ¹ tranquilla , perchÃ¨ si vedono delle persone che aspettano i treni e passeggiano ."
VALICO,Assignment,,,CS,"# Sono le due . Una giornata normale alla stazione qualsiasi . Ci sono i treni che partono e arrivano . C'Ã¨ tanta gente che cerca il treno giusto oppure aspetta qualcuno . C'Ã¨ chi si bacia , abbraccia e saluta . Un signore porta tantissimi pacchi che gli caddono per terra e le scattole aperte offrono ai passanti i vestiti e viveri di guel povero signore . Dappertutto ci sono i ri f fiut t ti e lo sporco . C'Ã¨ anche un cane che sta scappando da una signora di certa etÃ  . Mentre il cane scappava la signora si ha sporcato il cappotto dal caffÃ¨ . Tutta spaventata grida al cane ma non le aiuta nessuno . Dapertutto si sentono i rumori particolari e i pezzi dei discorsi persi nella voce dell ' autoparlante che annuncia gli arrivi e le partenze dei treni . C'Ã¨ una volita confussione confusione che offre ai ladri presenti centinaia delle occasioni per arrichirsi ai viaggiatori in confusi fretta ."
VALICO,Assignment,,,CS,"# Ieri al parco , un ragazzo che stava leggendo un giornale , ha sentito urlare una voce femminile che urlava . Quando ha alzato gli occhi dal giornale è rimasto a guardare con la bocca aperta . Ha visto un grandissimo uomo che portava una ragazza come se fosse un sacco delle patate . La ragazza urlava : "" Aiuto . "" Il ragazzo che leggeva il giornale si è alzato , ha buttato via il giornale ed ha è corso a salvare la ragazza . Non si va dove ha preso la forza così enorme ma con due botte ben mirate ha mandato quel uomo grandissimo per terra . La ragazza era spaventata e sbalordita insieme . Un ' attimo ha osservato l ' uomo sdraiato per terra e ad un certo punto la ragazza ha cominciato a guardare il suo salvatore , cominciava a sorridere e ammirare la sua forza grazie alla quale si è innamorata di lui . E se non sono morti vivono insieme fino fin ' adesso ."
VALICO,Assignment,,,CS,"# Sono le ore 14 . Siamo alla stazione centrale . # A quest ' ora c'Ã¨ tanta confusione . # Ora vi racconto cosa si puÃ² vedere e cosa puÃ² succedere alla stazione in un solo momento . # è chiaro che ci sono dei treni appena arrivati e dei treni pronti per partire . Ma a parte dei treni c'Ã¨ anche tanta gente . E chi sono ? E che cosa ci fanno ? Beh , non lo so di preciso , non li conosco ma almeno vi posso dire che cosa m ' immagino . # Ci sono due persone che stanno salendo nel treno , c'Ã¨ anche una coppia d ' innamorati che si stanno baciando mentre uno tipo sta rubando una delle loro valigie . Eh sÃ¬ , ci sono anche questi , bisogna essere sempre attenti . C'Ã¨ anche uno un meccanico , è probabile che ci lavori . C'Ã¨ anche un vecchietto , forse un senzadetto , che guarda la coppia d ' innamorati . # Vedo CORRere un cagnolino , ma quanto è veloce . Ma di chi è ? Ah , vedo giÃ  la sua padrona , sta seduta al tavolino che l ' aveva ro rovesciato il piccolo . # Ma tutti questi sono quelli che stanno vicino a me ma se guardate un po ' anche dall ' altra parte vedrete anche le altre persone , vedete , ve l ' avevo detto prima bene , c'Ã¨ tanta gente . Basta guardare intorno e ... ma degli altri vi racconterÃ² un ' altra volta . Arrivederci ."
VALICO,Assignment,,,CS,"Ieri al parco mentre riposavo sulla panchina e leggevo il giornale ho visto passare un tipo strano con la ragazza sulla spalla . SÃ¬ , sentite bene . La ragazza sulla spalla . Conoscete quei tipi che non hanno niente da fare tutto il giorno , dalla mattina alla sera sono chiusi nei fitness e fanno il bobybuilding o come lo chiamano ? E il tipo d ' ieri era proprio così . # Voglio dire subito , io non sono un ragazzo molto CORRaggioso coraggioso , non mi piace combattere con gli altri ragazzi ma quando vedo che q qualcuno fa male alle ragazze , quello non lo sopporto e non lo posso vedere . # Quindi , dopo pochi secondi che cercavo il mio coraggio , ho deciso d ' intervenire . Ho concentrato tutta la mia forza che avevo in q quel pugno e gli ho dato un colpo preciso sul mente . Lui non se lo aspettava ed è caduto per terra come la pera mancia dall ' albero . Ero pieno d ' orgoglio , per dire la veritÃ  , aspettavo quo almeno una parola de bella dalla ragazza ma ... # ...lei subito ha iniziato a gridare : "" Assassino , che cosa hai fatto al mio fidanzato ! ? Che cosa gli hai fatto ? Ora ti faccio male io ! "" Ma lo capite ? Chi se lo poteva immaginare che lui e lei ..."
